ID;A;B;C;D;E;F;WonBT;WonRV;G;H;I;J;K;L;FECHA
940;11;28;30;36;40;41;;;0;0;0;0;0;0;21/04/10
939;11;14;18;21;27;45;;;0;0;0;0;0;0;17/04/10
938;5;12;18;19;20;45;;;0;0;0;0;0;0;14/04/10
937;3;4;8;18;26;42;;;0;0;0;0;0;0;10/04/10
936;8;23;26;27;31;43;cayó;;0;0;0;0;0;0;7/04/10
935;6;10;21;28;43;44;;;0;0;0;0;0;0;3/04/10
934;1;9;10;14;15;18;cayó;;0;0;0;0;0;0;31/03/10
933;3;5;34;36;40;43;;;0;0;0;0;0;0;27/03/10
932;5;11;14;20;22;43;;;0;0;0;0;0;0;24/03/10
931;3;8;18;33;34;45;;;0;0;0;0;0;0;20/03/10
930;8;9;26;27;35;42;;;0;0;0;0;0;0;17/03/10
929;4;12;18;28;33;40;;;0;0;0;0;0;0;13/03/10
928;1;12;19;21;24;39;;;0;0;0;0;0;0;10/03/10
927;10;16;23;26;27;39;;;0;0;0;0;0;0;6/03/10
926;3;16;19;33;35;44;;;0;0;0;0;0;0;3/03/10
925;11;15;22;24;25;29;;;0;0;0;0;0;0;27/02/10
924;2;3;22;24;35;39;;;0;0;0;0;0;0;24/02/10
923;4;10;12;23;30;36;cayó;;0;0;0;0;0;0;20/02/10
922;2;3;17;22;23;27;;;0;0;0;0;0;0;17/02/10
921;4;14;17;29;31;37;;;0;0;0;0;0;0;13/02/10
920;1;7;22;39;41;44;;;0;0;0;0;0;0;10/02/10
919;2;4;17;34;40;44;;;0;0;0;0;0;0;6/02/10
918;2;4;7;10;17;23;;;0;0;0;0;0;0;3/02/10
917;8;9;16;18;29;43;;;0;0;0;0;0;0;30/01/10
916;1;11;15;20;30;40;;;0;0;0;0;0;0;27/01/10
915;2;4;30;34;35;36;;;0;0;0;0;0;0;23/01/10
914;3;9;15;29;34;37;;;0;0;0;0;0;0;20/01/10
913;6;14;17;30;35;38;;;0;0;0;0;0;0;16/01/10
912;13;19;24;39;41;42;;;0;0;0;0;0;0;13/01/10
911;9;21;25;26;38;41;;;0;0;0;0;0;0;9/01/10
910;26;33;35;36;40;42;;;0;0;0;0;0;0;6/01/10
909;6;8;16;22;23;28;;;0;0;0;0;0;0;2/01/10
908;3;6;7;38;42;45;;;0;0;0;0;0;0;30/12/09
907;22;26;30;33;39;40;;;0;0;0;0;0;0;26/12/09
906;8;13;16;28;30;37;;;0;0;0;0;0;0;23/12/09
905;7;9;12;14;33;40;;;0;0;0;0;0;0;19/12/09
904;4;10;17;36;42;43;;;0;0;0;0;0;0;16/12/09
903;2;20;26;32;39;45;;;0;0;0;0;0;0;12/12/09
902;6;18;23;28;29;36;;;0;0;0;0;0;0;9/12/09
901;5;7;10;19;26;40;;;0;0;0;0;0;0;5/12/09
900;2;9;15;22;39;40;cayó;;0;0;0;0;0;0;2/12/09
899;18;23;33;34;43;44;;;0;0;0;0;0;0;28/11/09
898;5;11;17;24;32;45;;;0;0;0;0;0;0;25/11/09
897;8;10;24;31;36;39;;;0;0;0;0;0;0;21/11/09
896;9;12;27;35;40;43;;;0;0;0;0;0;0;18/11/09
895;1;2;33;40;43;44;;;0;0;0;0;0;0;14/11/09
894;5;6;8;24;30;34;;;0;0;0;0;0;0;11/11/09
893;5;11;25;29;30;37;;;0;0;0;0;0;0;7/11/09
892;23;25;27;29;30;38;;;0;0;0;0;0;0;4/11/09
891;2;25;28;30;42;44;;;0;0;0;0;0;0;31/10/09
890;5;21;23;29;36;44;;;0;0;0;0;0;0;28/10/09
889;6;10;12;22;30;41;;;0;0;0;0;0;0;24/10/09
888;5;7;11;20;35;40;;;0;0;0;0;0;0;21/10/09
887;15;18;22;30;40;44;;;0;0;0;0;0;0;17/10/09
886;9;11;19;20;30;42;;;0;0;0;0;0;0;14/10/09
885;2;15;16;20;23;43;;;0;0;0;0;0;0;10/10/09
884;6;12;29;30;36;40;;;0;0;0;0;0;0;7/10/09
883;13;14;17;20;40;42;;;0;0;0;0;0;0;3/10/09
882;2;6;7;11;23;24;;;0;0;0;0;0;0;30/09/09
881;13;16;22;24;37;40;;;0;0;0;0;0;0;26/09/09
880;2;12;16;18;30;34;;;0;0;0;0;0;0;23/09/09
879;5;19;22;26;32;36;;;0;0;0;0;0;0;19/09/09
878;4;8;14;18;28;41;;;0;0;0;0;0;0;16/09/09
877;15;22;23;25;27;45;;;0;0;0;0;0;0;12/09/09
876;7;14;15;17;32;40;;;0;0;0;0;0;0;9/09/09
875;1;9;12;13;22;33;cayó;;0;0;0;0;0;0;5/09/09
874;1;10;16;18;25;45;;;0;0;0;0;0;0;2/09/09
873;13;27;31;32;42;43;;;0;0;0;0;0;0;29/08/09
872;8;16;27;28;33;35;;;0;0;0;0;0;0;26/08/09
871;2;10;13;17;32;38;;;0;0;0;0;0;0;22/08/09
870;3;9;12;36;38;44;;;0;0;0;0;0;0;19/08/09
869;3;4;5;18;25;44;;;0;0;0;0;0;0;15/08/09
868;4;6;9;21;29;44;;;0;0;0;0;0;0;12/08/09
867;5;11;17;21;39;44;;;0;0;0;0;0;0;8/08/09
866;4;9;10;34;42;43;;;0;0;0;0;0;0;5/08/09
865;3;20;30;35;38;41;;;0;0;0;0;0;0;1/08/09
864;2;4;33;36;41;45;;;0;0;0;0;0;0;29/07/09
863;6;8;20;31;32;37;;;0;0;0;0;0;0;25/07/09
862;9;10;26;27;28;43;;;0;0;0;0;0;0;22/07/09
861;9;13;16;28;31;36;;;0;0;0;0;0;0;18/07/09
860;1;3;24;26;39;42;;;0;0;0;0;0;0;15/07/09
859;1;4;5;12;13;39;;;0;0;0;0;0;0;11/07/09
858;2;6;7;16;20;31;;;0;0;0;0;0;0;8/07/09
857;12;17;19;29;39;40;;;0;0;0;0;0;0;4/07/09
856;1;6;15;22;27;33;cayó;;0;0;0;0;0;0;1/07/09
855;19;22;24;34;44;45;;;0;0;0;0;0;0;27/06/09
854;9;19;28;30;33;35;;;0;0;0;0;0;0;24/06/09
853;11;14;24;31;35;39;;;0;0;0;0;0;0;20/06/09
852;2;20;24;27;38;40;;;0;0;0;0;0;0;17/06/09
851;16;26;27;38;41;45;;;0;0;0;0;0;0;13/06/09
850;1;14;16;23;27;44;;;0;0;0;0;0;0;10/06/09
849;9;21;33;36;38;45;;;0;0;0;0;0;0;6/06/09
848;6;13;26;27;28;33;;;0;0;0;0;0;0;3/06/09
847;6;8;14;18;38;40;;;0;0;0;0;0;0;30/05/09
846;9;17;21;28;34;44;;;0;0;0;0;0;0;27/05/09
845;4;5;6;16;24;35;;;0;0;0;0;0;0;23/05/09
844;9;15;20;29;37;42;;;0;0;0;0;0;0;20/05/09
843;8;12;20;22;27;28;;;0;0;0;0;0;0;16/05/09
842;13;16;19;40;41;43;;;0;0;0;0;0;0;13/05/09
841;6;9;27;31;36;43;;;0;0;0;0;0;0;9/05/09
840;2;5;10;18;31;38;;;0;0;0;0;0;0;6/05/09
839;11;12;25;26;29;37;;;0;0;0;0;0;0;2/05/09
838;1;9;20;26;35;36;;;0;0;0;0;0;0;29/04/09
837;7;11;17;21;29;42;;;0;0;0;0;0;0;25/04/09
836;8;16;17;28;33;35;;;0;0;0;0;0;0;22/04/09
835;6;9;10;29;37;41;;;0;0;0;0;0;0;18/04/09
834;6;12;14;29;40;41;;;0;0;0;0;0;0;15/04/09
833;3;4;7;24;42;44;;;0;0;0;0;0;0;11/04/09
832;12;17;25;26;35;42;;;0;0;0;0;0;0;8/04/09
831;1;6;8;21;31;37;;;0;0;0;0;0;0;4/04/09
830;2;13;16;23;29;44;;;0;0;0;0;0;0;1/04/09
829;11;21;28;29;43;44;;;0;0;0;0;0;0;28/03/09
821;3;11;17;22;25;30;;;0;0;0;0;0;0;28/02/09
828;15;19;21;24;27;33;;;0;0;0;0;0;0;25/03/09
827;2;9;19;21;28;33;;;0;0;0;0;0;0;21/03/09
826;1;14;28;35;38;45;;;0;0;0;0;0;0;18/03/09
825;2;4;12;18;27;41;;;0;0;0;0;0;0;14/03/09
824;3;4;11;22;36;41;;;0;0;0;0;0;0;11/03/09
823;9;11;12;15;38;41;;;0;0;0;0;0;0;7/03/09
822;6;13;29;33;42;43;;;0;0;0;0;0;0;4/03/09
820;2;15;21;23;38;40;;;0;0;0;0;0;0;25/02/09
819;1;4;7;31;40;44;;;0;0;0;0;0;0;21/02/09
818;1;5;7;14;27;32;cayó;;0;0;0;0;0;0;18/02/09
817;10;19;30;33;35;43;;;0;0;0;0;0;0;14/02/09
816;4;8;21;23;29;31;;;0;0;0;0;0;0;11/02/09
815;11;14;15;17;22;45;;;0;0;0;0;0;0;7/02/09
814;3;24;27;34;43;45;;;0;0;0;0;0;0;4/02/09
813;4;20;22;24;32;44;;;0;0;0;0;0;0;31/01/09
812;3;7;22;26;29;42;;;0;0;0;0;0;0;28/01/09
811;4;6;12;14;19;33;;;0;0;0;0;0;0;24/01/09
810;7;23;24;31;41;42;;;0;0;0;0;0;0;21/01/09
809;11;15;16;19;27;45;;;0;0;0;0;0;0;17/01/09
808;4;7;14;19;28;39;;;0;0;0;0;0;0;14/01/09
807;2;8;19;22;24;29;;;0;0;0;0;0;0;10/01/09
806;2;3;5;18;26;45;;;0;0;0;0;0;0;7/01/09
805;3;6;10;19;20;34;;;0;0;0;0;0;0;3/01/09
804;10;14;15;30;35;37;;;0;0;0;0;0;0;31/12/08
803;7;16;19;22;29;40;;;0;0;0;0;0;0;27/12/08
802;5;16;23;25;31;43;;;0;0;0;0;0;0;24/12/08
801;3;15;35;36;39;44;;;0;0;0;0;0;0;20/12/08
800;16;32;33;36;40;41;;;0;0;0;0;0;0;17/12/08
799;13;17;22;38;41;45;;;0;0;0;0;0;0;13/12/08
798;1;2;8;9;12;19;cayó;;0;0;0;0;0;0;10/12/08
797;5;20;26;28;30;41;;;0;0;0;0;0;0;6/12/08
796;14;21;26;30;32;39;;;0;0;0;0;0;0;3/12/08
795;10;19;28;32;38;45;;;0;0;0;0;0;0;29/11/08
794;1;4;9;14;29;35;;;0;0;0;0;0;0;26/11/08
793;3;7;9;11;14;43;;;0;0;0;0;0;0;22/11/08
792;4;16;37;38;40;45;;;0;0;0;0;0;0;19/11/08
791;5;23;27;37;43;44;;;0;0;0;0;0;0;15/11/08
790;6;10;16;30;34;40;;;0;0;0;0;0;0;12/11/08
789;1;17;29;40;42;45;;;0;0;0;0;0;0;8/11/08
788;7;10;14;23;27;41;;;0;0;0;0;0;0;5/11/08
787;1;2;3;4;28;45;;;0;0;0;0;0;0;1/11/08
786;6;10;21;25;30;45;;;0;0;0;0;0;0;29/10/08
785;1;4;15;27;35;36;;;0;0;0;0;0;0;25/10/08
784;2;5;19;21;37;40;;;0;0;0;0;0;0;22/10/08
783;3;5;21;24;36;45;;;0;0;0;0;0;0;18/10/08
782;6;17;26;35;43;45;;;0;0;0;0;0;0;15/10/08
781;1;4;7;19;29;36;;;0;0;0;0;0;0;11/10/08
780;3;8;25;35;36;39;;;0;0;0;0;0;0;8/10/08
779;7;15;16;18;25;45;;;0;0;0;0;0;0;4/10/08
778;2;3;13;32;38;40;;;0;0;0;0;0;0;1/10/08
777;3;5;13;29;30;35;;;0;0;0;0;0;0;27/09/08
776;5;6;18;21;23;26;;;0;0;0;0;0;0;24/09/08
775;15;28;30;37;38;40;;;0;0;0;0;0;0;20/09/08
774;23;26;30;31;37;38;;;0;0;0;0;0;0;17/09/08
773;17;21;26;27;40;45;;;0;0;0;0;0;0;13/09/08
772;11;20;31;34;39;42;;;0;0;0;0;0;0;10/09/08
771;1;8;13;33;36;44;;;0;0;0;0;0;0;6/09/08
770;7;8;13;16;21;34;;;0;0;0;0;0;0;3/09/08
769;1;23;35;36;40;45;;;0;0;0;0;0;0;30/08/08
768;2;12;14;18;23;42;;;0;0;0;0;0;0;27/08/08
767;4;13;24;26;28;33;;;0;0;0;0;0;0;23/08/08
766;13;17;32;35;42;43;;;0;0;0;0;0;0;20/08/08
765;18;27;31;34;37;43;;;0;0;0;0;0;0;16/08/08
764;8;15;22;28;32;39;;;0;0;0;0;0;0;13/08/08
763;12;28;29;31;42;44;;;0;0;0;0;0;0;9/08/08
762;15;20;21;23;35;38;;;0;0;0;0;0;0;6/08/08
761;2;4;5;11;33;38;;;0;0;0;0;0;0;2/08/08
760;3;15;27;36;38;43;;;0;0;0;0;0;0;30/07/08
759;9;24;26;32;39;45;;;0;0;0;0;0;0;26/07/08
758;10;19;20;21;22;32;;;0;0;0;0;0;0;23/07/08
757;6;8;20;26;38;41;;;0;0;0;0;0;0;19/07/08
756;2;3;13;21;29;41;;;0;0;0;0;0;0;16/07/08
755;2;5;9;11;21;37;;;0;0;0;0;0;0;12/07/08
754;4;7;13;15;44;45;;;0;0;0;0;0;0;9/07/08
753;3;14;26;33;39;42;;;0;0;0;0;0;0;5/07/08
752;7;10;12;15;16;22;;;0;0;0;0;0;0;2/07/08
751;3;17;32;34;35;44;;;0;0;0;0;0;0;28/06/08
750;4;23;24;30;32;37;;;0;0;0;0;0;0;25/06/08
749;2;5;10;28;39;44;;;0;0;0;0;0;0;21/06/08
748;2;6;23;25;39;45;;;0;0;0;0;0;0;18/06/08
747;1;2;5;22;31;43;cayó;;0;0;0;0;0;0;14/06/08
746;2;14;24;34;35;45;;;0;0;0;0;0;0;11/06/08
745;8;10;18;29;31;39;;;0;0;0;0;0;0;7/06/08
744;2;13;14;31;36;41;;;0;0;0;0;0;0;4/06/08
743;2;3;19;26;36;37;;;0;0;0;0;0;0;31/05/08
742;11;12;18;22;32;37;;;0;0;0;0;0;0;28/05/08
741;8;10;11;23;29;42;;;0;0;0;0;0;0;24/05/08
740;12;22;24;33;37;40;;;0;0;0;0;0;0;21/05/08
739;10;16;21;24;26;45;;;0;0;0;0;0;0;17/05/08
738;7;8;15;19;22;36;;;0;0;0;0;0;0;14/05/08
737;3;4;8;12;31;42;;;0;0;0;0;0;0;10/05/08
736;1;11;24;35;43;44;;;0;0;0;0;0;0;7/05/08
735;1;6;14;17;19;22;;;0;0;0;0;0;0;3/05/08
734;6;8;12;22;28;41;;;0;0;0;0;0;0;30/04/08
733;3;30;36;38;39;44;;;0;0;0;0;0;0;26/04/08
732;4;9;10;23;37;38;;;0;0;0;0;0;0;23/04/08
731;2;5;6;9;21;22;;;0;0;0;0;0;0;19/04/08
730;6;7;13;24;33;40;;;0;0;0;0;0;0;16/04/08
729;1;10;18;21;22;31;;;0;0;0;0;0;0;12/04/08
728;8;9;27;29;30;42;;;0;0;0;0;0;0;9/04/08
727;6;8;15;18;22;40;;;0;0;0;0;0;0;5/04/08
726;3;23;30;33;41;43;;;0;0;0;0;0;0;2/04/08
725;2;16;21;29;36;42;;;0;0;0;0;0;0;29/03/08
724;1;6;14;16;18;41;;;0;0;0;0;0;0;26/03/08
723;31;34;35;36;41;44;;;0;0;0;0;0;0;22/03/08
722;7;19;21;24;27;36;;;0;0;0;0;0;0;19/03/08
721;3;9;14;20;21;23;;;0;0;0;0;0;0;15/03/08
720;2;10;12;14;15;38;;;0;0;0;0;0;0;12/03/08
719;13;15;21;23;37;44;;;0;0;0;0;0;0;8/03/08
718;2;16;26;27;39;44;;;0;0;0;0;0;0;5/03/08
717;20;22;24;26;30;43;;;0;0;0;0;0;0;1/03/08
716;5;24;28;36;40;44;;;0;0;0;0;0;0;27/02/08
715;2;14;19;20;21;27;;;0;0;0;0;0;0;23/02/08
714;3;15;27;36;39;42;;;0;0;0;0;0;0;20/02/08
713;5;29;31;32;35;39;;;0;0;0;0;0;0;16/02/08
712;5;10;22;26;42;45;;;0;0;0;0;0;0;13/02/08
711;5;10;15;29;36;45;;;0;0;0;0;0;0;9/02/08
710;1;14;15;24;30;35;;;0;0;0;0;0;0;6/02/08
709;9;11;16;17;24;37;;;0;0;0;0;0;0;2/02/08
708;1;4;18;27;35;37;;;0;0;0;0;0;0;30/01/08
707;4;12;22;26;42;44;;;0;0;0;0;0;0;26/01/08
706;7;27;28;30;39;40;;;0;0;0;0;0;0;23/01/08
705;5;7;14;31;35;45;;;0;0;0;0;0;0;19/01/08
704;2;3;8;34;35;44;;;0;0;0;0;0;0;16/01/08
703;2;8;13;24;29;30;cayó;;0;0;0;0;0;0;12/01/08
702;5;15;27;32;33;34;;;0;0;0;0;0;0;9/01/08
701;7;27;29;30;33;38;;;0;0;0;0;0;0;5/01/08
700;3;10;12;14;21;37;;;0;0;0;0;0;0;2/01/08
699;7;9;23;40;42;44;;;0;0;0;0;0;0;29/12/07
698;2;12;28;29;39;43;;;0;0;0;0;0;0;26/12/07
697;6;13;21;28;38;41;;;0;0;0;0;0;0;22/12/07
696;2;13;16;21;29;43;;;0;0;0;0;0;0;19/12/07
695;4;8;18;19;20;26;;;0;0;0;0;0;0;15/12/07
694;2;8;35;36;37;39;;;0;0;0;0;0;0;12/12/07
693;4;11;30;33;35;36;;;0;0;0;0;0;0;8/12/07
692;8;25;28;31;42;44;;;0;0;0;0;0;0;5/12/07
691;8;13;17;25;29;39;;;0;0;0;0;0;0;1/12/07
690;10;13;16;24;40;41;;;0;0;0;0;0;0;28/11/07
689;17;18;20;35;36;43;;;0;0;0;0;0;0;24/11/07
688;13;14;18;25;41;43;;;0;0;0;0;0;0;21/11/07
687;1;2;29;30;40;44;;;0;0;0;0;0;0;17/11/07
686;1;2;9;14;16;43;;;0;0;0;0;0;0;14/11/07
685;1;6;9;20;23;26;;;0;0;0;0;0;0;10/11/07
684;4;6;10;21;34;39;;;0;0;0;0;0;0;7/11/07
683;6;17;28;36;38;45;;;0;0;0;0;0;0;3/11/07
682;7;9;16;17;26;44;;;0;0;0;0;0;0;31/10/07
681;3;4;8;29;38;43;;;0;0;0;0;0;0;27/10/07
680;2;8;19;23;24;29;;;0;0;0;0;0;0;24/10/07
679;9;15;17;29;30;35;;;0;0;0;0;0;0;20/10/07
678;2;5;17;37;40;43;;;0;0;0;0;0;0;17/10/07
677;14;17;20;21;32;43;;;0;0;0;0;0;0;13/10/07
676;15;21;23;28;36;43;;;0;0;0;0;0;0;10/10/07
675;2;11;27;32;37;41;;;0;0;0;0;0;0;6/10/07
674;3;10;16;28;30;39;;;0;0;0;0;0;0;3/10/07
673;1;4;26;37;42;45;;;0;0;0;0;0;0;29/09/07
672;8;24;25;34;36;37;;;0;0;0;0;0;0;26/09/07
671;3;5;16;33;35;44;;;0;0;0;0;0;0;22/09/07
670;1;14;26;29;39;41;;;0;0;0;0;0;0;19/09/07
669;16;20;24;25;39;44;;;0;0;0;0;0;0;15/09/07
668;8;16;29;30;35;41;;;0;0;0;0;0;0;12/09/07
667;1;20;26;32;40;44;;;0;0;0;0;0;0;8/09/07
666;4;14;27;30;32;34;;;0;0;0;0;0;0;5/09/07
665;6;8;16;21;22;26;;;0;0;0;0;0;0;1/09/07
664;2;4;11;13;16;41;;;0;0;0;0;0;0;29/08/07
663;3;14;16;34;36;45;;;0;0;0;0;0;0;25/08/07
662;4;9;23;26;28;41;;;0;0;0;0;0;0;22/08/07
661;2;9;10;15;19;28;;;0;0;0;0;0;0;18/08/07
660;3;5;6;8;13;26;;;0;0;0;0;0;0;15/08/07
659;9;20;21;25;33;38;;;0;0;0;0;0;0;11/08/07
658;1;5;7;25;29;45;;;0;0;0;0;0;0;8/08/07
657;3;5;12;19;31;34;;;0;0;0;0;0;0;4/08/07
656;15;19;24;28;30;42;;;0;0;0;0;0;0;1/08/07
655;8;26;29;38;39;45;;;0;0;0;0;0;0;28/07/07
654;7;9;23;36;39;40;;;0;0;0;0;0;0;25/07/07
653;9;11;28;29;30;34;;;0;0;0;0;0;0;21/07/07
652;18;23;26;34;40;43;;;0;0;0;0;0;0;18/07/07
651;1;2;13;20;26;27;;;0;0;0;0;0;0;14/07/07
650;2;3;13;21;33;38;;;0;0;0;0;0;0;11/07/07
649;1;11;23;29;32;33;;;0;0;0;0;0;0;7/07/07
648;6;21;25;26;31;39;;;0;0;0;0;0;0;4/07/07
647;1;5;11;18;24;35;;;0;0;0;0;0;0;30/06/07
646;7;9;11;25;26;29;;;0;0;0;0;0;0;27/06/07
645;3;9;18;26;33;44;cayó;;0;0;0;0;0;0;23/06/07
644;5;11;14;21;39;42;;;0;0;0;0;0;0;20/06/07
643;5;7;16;23;32;34;;;0;0;0;0;0;0;16/06/07
642;17;20;23;26;32;42;;;0;0;0;0;0;0;13/06/07
641;3;6;15;17;34;36;;;0;0;0;0;0;0;9/06/07
640;10;11;18;31;43;45;;;0;0;0;0;0;0;6/06/07
639;2;9;20;23;28;35;;;0;0;0;0;0;0;2/06/07
638;9;21;22;32;33;35;;;0;0;0;0;0;0;30/05/07
637;3;7;17;19;33;41;;;0;0;0;0;0;0;26/05/07
636;24;32;34;40;42;45;;;0;0;0;0;0;0;23/05/07
635;3;7;11;23;36;38;;;0;0;0;0;0;0;19/05/07
634;2;4;10;26;34;41;;;0;0;0;0;0;0;16/05/07
633;7;10;11;23;24;37;;;0;0;0;0;0;0;12/05/07
632;5;23;25;31;33;41;;;0;0;0;0;0;0;9/05/07
631;10;12;14;27;32;35;;;0;0;0;0;0;0;5/05/07
630;1;3;4;7;30;43;;;0;0;0;0;0;0;2/05/07
629;2;3;5;9;26;29;;;0;0;0;0;0;0;28/04/07
628;1;6;20;34;36;43;;;0;0;0;0;0;0;25/04/07
627;2;13;21;23;28;38;;;0;0;0;0;0;0;21/04/07
626;18;21;26;28;32;39;;;0;0;0;0;0;0;18/04/07
625;2;5;13;14;20;21;;;0;0;0;0;0;0;14/04/07
624;3;9;14;16;19;20;;;0;0;0;0;0;0;11/04/07
623;7;12;14;29;42;44;;;0;0;0;0;0;0;7/04/07
622;4;6;17;18;22;38;;;0;0;0;0;0;0;4/04/07
621;6;9;11;14;32;36;;;0;0;0;0;0;0;31/03/07
620;1;2;25;27;43;45;;;0;0;0;0;0;0;28/03/07
619;4;5;13;16;18;20;;;0;0;0;0;0;0;24/03/07
618;11;17;20;22;39;45;;;0;0;0;0;0;0;21/03/07
617;7;13;15;16;23;31;;;0;0;0;0;0;0;17/03/07
616;4;6;18;23;25;37;;;0;0;0;0;0;0;14/03/07
615;4;8;10;25;30;35;;;0;0;0;0;0;0;10/03/07
614;3;4;9;18;20;32;;;0;0;0;0;0;0;7/03/07
613;2;3;4;9;15;30;;;0;0;0;0;0;0;3/03/07
612;9;22;25;31;39;42;;;0;0;0;0;0;0;28/02/07
611;15;19;21;33;40;44;cayó;;0;0;0;0;0;0;24/02/07
610;2;11;24;26;30;32;;;0;0;0;0;0;0;21/02/07
609;4;5;24;29;30;31;;;0;0;0;0;0;0;17/02/07
608;3;11;13;25;27;36;;;0;0;0;0;0;0;14/02/07
607;5;7;8;12;22;45;;;0;0;0;0;0;0;10/02/07
606;14;20;29;32;39;41;;;0;0;0;0;0;0;7/02/07
605;4;23;24;33;41;45;;;0;0;0;0;0;0;3/02/07
604;4;8;11;24;38;45;;;0;0;0;0;0;0;31/01/07
603;14;18;22;27;40;43;;;0;0;0;0;0;0;27/01/07
602;9;21;24;30;35;36;;;0;0;0;0;0;0;24/01/07
601;1;2;12;15;19;21;;;0;0;0;0;0;0;20/01/07
600;19;28;30;33;34;36;;;0;0;0;0;0;0;17/01/07
599;2;5;11;12;17;42;;;0;0;0;0;0;0;13/01/07
598;1;7;18;30;32;34;cayó;;0;0;0;0;0;0;10/01/07
597;1;20;24;28;30;43;;;0;0;0;0;0;0;6/01/07
596;4;5;15;16;32;40;;;0;0;0;0;0;0;3/01/07
595;3;6;16;34;43;44;cayó;;0;0;0;0;0;0;30/12/06
594;6;17;29;38;41;42;;;0;0;0;0;0;0;27/12/06
593;2;7;15;22;24;28;;;0;0;0;0;0;0;23/12/06
592;24;29;31;39;41;43;;;0;0;0;0;0;0;20/12/06
591;3;6;10;11;18;44;;;0;0;0;0;0;0;16/12/06
590;7;10;14;23;35;40;cayó;;0;0;0;0;0;0;13/12/06
589;2;8;15;22;29;42;;;0;0;0;0;0;0;9/12/06
588;5;9;11;17;26;27;;;0;0;0;0;0;0;6/12/06
587;5;8;23;27;40;43;;;0;0;0;0;0;0;2/12/06
586;7;23;28;38;43;45;;;0;0;0;0;0;0;29/11/06
585;1;22;27;29;38;39;;;0;0;0;0;0;0;25/11/06
584;2;16;20;25;29;41;;;0;0;0;0;0;0;22/11/06
583;14;16;18;22;24;39;;;0;0;0;0;0;0;18/11/06
582;2;8;27;28;33;39;;;0;0;0;0;0;0;15/11/06
581;2;7;10;23;25;42;;;0;0;0;0;0;0;11/11/06
580;7;8;27;31;36;39;;;0;0;0;0;0;0;8/11/06
579;4;9;14;21;32;35;;;0;0;0;0;0;0;4/11/06
578;11;26;35;40;43;45;;;0;0;0;0;0;0;1/11/06
577;6;14;18;20;35;37;;;0;0;0;0;0;0;28/10/06
576;2;9;25;31;35;44;;;0;0;0;0;0;0;25/10/06
575;1;13;15;20;22;40;;;0;0;0;0;0;0;21/10/06
574;17;27;28;32;33;37;;;0;0;0;0;0;0;18/10/06
573;17;20;24;26;33;41;;;0;0;0;0;0;0;14/10/06
572;3;12;16;30;39;40;;;0;0;0;0;0;0;11/10/06
571;2;11;16;28;36;39;;;0;0;0;0;0;0;7/10/06
570;11;12;13;15;17;18;;;0;0;0;0;0;0;4/10/06
569;2;7;28;38;44;45;;;0;0;0;0;0;0;30/09/06
568;6;11;12;27;33;38;;;0;0;0;0;0;0;27/09/06
567;9;14;20;25;27;33;;;0;0;0;0;0;0;23/09/06
566;10;24;29;30;37;39;;;0;0;0;0;0;0;20/09/06
565;6;9;11;15;23;45;;;0;0;0;0;0;0;16/09/06
564;8;17;32;39;41;45;;;0;0;0;0;0;0;13/09/06
563;8;11;19;22;30;33;;;0;0;0;0;0;0;9/09/06
562;19;37;38;40;41;43;;;0;0;0;0;0;0;6/09/06
561;12;15;21;27;40;42;cayó;;0;0;0;0;0;0;2/09/06
560;7;11;14;16;17;21;;;0;0;0;0;0;0;30/08/06
559;8;14;22;32;34;45;;;0;0;0;0;0;0;26/08/06
558;1;8;17;30;31;32;;;0;0;0;0;0;0;23/08/06
557;14;15;18;19;28;43;;;0;0;0;0;0;0;19/08/06
556;24;27;28;32;41;43;;;0;0;0;0;0;0;16/08/06
555;6;19;20;24;25;43;;;0;0;0;0;0;0;12/08/06
554;2;11;21;23;28;42;;;0;0;0;0;0;0;9/08/06
553;12;20;24;31;33;39;;;0;0;0;0;0;0;5/08/06
552;1;7;12;17;18;41;;;0;0;0;0;0;0;2/08/06
551;4;5;16;23;24;45;;;0;0;0;0;0;0;29/07/06
550;5;6;10;20;27;43;;;0;0;0;0;0;0;26/07/06
549;4;9;25;36;37;43;;;0;0;0;0;0;0;22/07/06
548;2;4;13;15;23;26;;;0;0;0;0;0;0;19/07/06
547;15;16;22;31;40;42;;;0;0;0;0;0;0;15/07/06
546;11;12;19;24;33;38;;;0;0;0;0;0;0;12/07/06
545;15;17;20;22;25;36;;;0;0;0;0;0;0;8/07/06
544;3;4;14;16;27;32;;;0;0;0;0;0;0;5/07/06
543;1;8;19;24;29;39;;;0;0;0;0;0;0;1/07/06
542;4;5;31;33;36;37;;;0;0;0;0;0;0;28/06/06
541;2;3;13;16;34;43;;;0;0;0;0;0;0;24/06/06
540;4;15;21;24;29;42;;;0;0;0;0;0;0;21/06/06
539;8;12;19;26;30;31;;;0;0;0;0;0;0;17/06/06
538;3;17;21;23;25;29;;;0;0;0;0;0;0;14/06/06
537;14;29;31;33;44;45;cayó;;0;0;0;0;0;0;10/06/06
536;2;10;21;23;33;39;;;0;0;0;0;0;0;7/06/06
535;4;10;18;26;33;40;cayó;;0;0;0;0;0;0;3/06/06
534;16;19;21;30;35;43;;;0;0;0;0;0;0;31/05/06
533;3;30;37;38;39;43;;;0;0;0;0;0;0;27/05/06
